visitorid,itemid,transactionid
1237565,303637,9677
1237629,248455,6109
1237668,162536,4069
1237694,466861,11049
1237699,227790,2185
1237790,74288,9363
1238367,229808,12892
1238550,142215,6102
1238789,432019,1838
1238791,192738,41
1238791,205648,41
1238791,325209,41
1238791,400397,41
1238886,279457,14071
1238931,70435,16712
1238935,263744,10764
1239003,442871,15131
1239048,199039,12176
1239490,90389,15298
1239575,77514,5608
1239679,215363,6471
1239747,357111,17428
1239805,350103,11524
1239823,133814,6583
1240133,212918,10967
1240591,127567,7083
1240704,263258,15387
1240832,36121,9308
1240849,178274,11905
1240995,410063,12865
1241183,332569,4504
1241360,8833,15106
1241378,413865,10162
1241454,177257,8887
1241565,399317,15485
1241621,11311,3179
1241716,133814,11810
1241829,414460,6470
1241954,194596,8731
1241973,367102,13573
1242255,8122,5781
1242328,256432,1318
1242383,259884,3982
1242777,430292,17312
1242822,308334,6069
1242825,16728,17484
1242900,32832,1230
1243048,89766,4733
1243048,94542,13339
1243262,258901,179
1243262,260900,6090
1243262,290003,179
1243262,302066,6090
1243437,57841,15959
1243545,204249,5467
1243613,283916,693
1243636,145403,9489
1243764,212034,10145
1243764,212034,16530
1243940,107162,14775
1243953,312699,967
1244048,144507,15194
1244056,246532,1147
1244177,11226,17435
1244337,291217,8677
1244340,174489,9531
1244487,214494,3316
1244501,116475,8206
1244569,336102,10362
1244638,352441,5659
1244638,426520,5659
1244651,390582,13615
1244696,266553,4066
1244964,225215,10094
1244998,312728,5204
1245217,233735,5613
1245217,32434,5613
1245257,243566,343
1245381,213834,13626
1245381,62283,13626
1245659,336165,12829
1245726,223582,15742
1245733,342642,11685
1245790,10162,15990
1245838,435167,8492
1245863,234222,14350
1246009,39773,14718
1246259,338515,3975
1246346,256473,7585
1246369,133504,9284
1246436,68106,232
1246436,68106,3744
1246441,16633,2525
1246703,277689,8097
1246731,23438,14522
1246769,445447,15906
1246823,211418,10011
1246823,275354,12363
1246823,275354,12363
1246823,275354,12363
1246823,350384,3756
1247053,380649,8407
1247378,310944,1399
1247427,459664,16592
1247679,185117,10792
1247686,361281,10498
1247721,9308,16766
1247882,332224,6560
1247894,340749,9742
1247894,431276,9742
1247894,442095,9742
1247958,61767,2588
1248438,158594,16447
1248438,19989,16447
1248614,350384,7354
1248740,74833,2533
1248762,315545,11649
1248805,234758,14096
1248805,259092,14096
1248805,273872,20
1248805,279310,14096
1248805,303058,14096
1248817,96370,14882
1248943,234493,11921
1248943,392548,11921
1248989,120098,15737
1248989,201742,15737
1248989,43831,15737
1249058,127926,16043
1249058,127926,9199
1249088,416974,811
1249201,280065,14412
1249220,237852,8497
1249272,173589,17585
1249422,14868,10838
1249422,434521,10838
1249442,96069,13963
1249456,81033,10783
1250217,138427,7565
1250237,455183,1627
1250316,420470,5718
1250316,79714,5718
1250332,272069,4750
1250550,316907,15631
1250902,17379,8711
1250902,437371,8711
1251116,247948,14977
1251265,377748,5419
1251411,358348,1718
1251426,366291,8835
1251642,373014,6882
1251749,119942,6834
1251841,461686,4583
1251848,303932,1045
1251920,190416,1769
1251955,340921,2968
1252037,301188,16950
1252079,69688,6236
1252195,326234,6883
1252293,294773,9296
1252394,135837,5157
1252549,195854,15892
1252556,137974,9681
1252634,288418,68
1252646,418560,2802
1252850,277201,16934
1252924,7943,13129
1253728,292218,6261
1253728,423911,6261
1253728,461538,6261
1253754,27127,1387
1253966,387836,4546
1254278,288525,78
1254278,81944,78
1254379,142076,12500
1254379,156436,12500
1254379,164121,12500
1254379,164681,12500
1254379,351641,12500
1254379,415236,12500
1254385,62641,6179
1254634,454669,4610
1254716,120098,14609
1254716,291964,853
1254716,34269,14609
1254716,433543,14609
1254716,451501,14609
1254716,7574,14609
1254716,79801,14609
1254716,85771,14609
1254717,272259,12788
1254731,194576,11156
1254756,427357,1181
1254762,83952,17206
1254842,366433,3076
1254846,248766,4543
1254846,386857,4543
1254846,440220,4543
1254846,79846,4543
1254921,450082,1295
1255071,120114,17160
1255141,288359,2746
1255260,374859,7598
1255316,438885,13914
1255322,136529,11866
1255456,119736,10911
1255456,22772,13459
1255456,244525,15500
1255456,247356,13119
1255456,249079,15500
1255456,271889,887
1255456,316907,2220
1255456,337101,2842
1255456,345156,887
1255456,386607,1434
1255456,406992,11224
1255456,43831,11479
1255456,448507,11479
1255456,63489,1274
1255456,82905,10911
1255495,89871,3544
1255510,391605,17286
1255688,220540,10729
1255688,57593,10729
1255725,181550,1691
1255801,154787,12265
1255801,191227,12265
1255801,323290,12265
1255826,445486,13818
1255826,445486,14933
1255923,303935,12591
1255925,207129,10109
1255966,301462,9952
1256020,216687,3078
1256020,75458,3078
1256029,113019,1152
1256074,177516,15878
1256293,10572,3720
1256293,28072,3720
1256293,322892,3720
1256293,333039,3720
1256475,177257,11929
1256617,251248,5988
1256683,282385,16343
1256683,366713,16343
1256880,91888,7331
1256916,243157,12262
1256988,382678,5799
1257331,230616,1729
1257461,253072,9122
1257598,23236,766
1257598,428596,766
1257751,52888,2712
1257991,278679,9956
1258035,193488,393
1258035,400946,393
1258125,49947,9281
1258453,7236,15153
1258453,7236,2457
1258617,323455,2059
1258744,288105,11847
1258857,132683,6984
1258888,92271,9346
1258911,246532,8665
1258928,171465,3812
1258928,318225,3812
1258928,37043,3812
1258928,413273,3812
1258928,43392,3812
1258928,97132,3812
1259051,401636,4944
1259062,108753,2647
1259062,203231,2647
1259062,293416,2647
1259062,63846,2647
1259062,69057,2647
1259098,461686,11502
1259331,112782,16728
1259402,227439,12160
1259402,368403,12160
1259476,406543,10915
1259588,207162,10801
1259989,293850,6782
1260012,242910,5340
1260071,230911,4764
1260190,123175,5471
1260275,319900,5036
1260396,181948,11896
1260447,226374,4860
1260481,23250,11652
1260481,359344,17548
1260481,4001,13931
1260481,443344,14342
1260804,37029,12608
1261090,61303,10544
1261200,55556,13911
1261449,66926,7723
1261536,369447,4486
1261557,222696,13483
1261557,361028,13483
1261557,377501,13483
1261557,388911,13483
1261557,94119,13483
1261991,187549,10390
1261991,303517,10390
1262053,36864,4631
1262190,10572,9178
1262190,17478,9178
1262190,333039,9178
1262257,190070,16090
1262257,379192,16090
1262299,26745,6172
1262351,7943,6171
1262804,340960,15436
1262804,340960,6567
1263060,102673,16080
1263146,330647,7477
1263358,168952,5195
1263427,362266,4997
1263541,74834,3568
1263731,128625,12507
1263731,28867,12507
1263731,291921,12507
1263757,173653,6000
1263797,102403,2319
1263954,235274,9059
1263992,410504,7576
1264026,382525,9359
1264132,398666,11949
1264213,7576,12760
1264264,302948,9179
1264334,181146,7315
1264440,440677,13467
1264468,123453,16017
1264468,7943,2308
1264709,341080,16750
1264860,325215,13631
1264860,342816,13631
1265054,27020,8760
1265107,185725,11331
1265288,213834,3600
1265288,277833,12211
1265288,277833,3600
1265323,241612,13297
1265333,424421,17310
1265333,429304,17310
1265536,282506,8736
1265599,130221,16502
1265599,208939,16502
1265599,330469,16502
1265602,60500,12765
1265615,413602,14555
1265730,121955,4060
1265730,44329,4060
1265730,452301,4060
1265730,77838,4060
1265850,200514,13663
1266017,282385,3145
1266096,270320,4636
1266370,340375,5108
1266427,123329,8222
1266427,233734,8222
1266427,248605,8222
1266599,213834,11405
1266599,87513,11405
1266679,86484,11190
1266838,33395,14785
1267084,190814,13884
1267546,104752,12656
1267546,400859,12656
1267748,123664,795
1267759,395002,4074
1267997,358391,11723
1268175,187374,7442
1268562,91953,13687
1268600,343828,9019
1268742,247948,5949
1268760,123995,12029
1269056,217483,9622
1269087,358878,9341
1269166,393055,3278
1269591,393689,6229
1269642,245168,1420
1269683,198376,16833
1269725,354233,3607
1269788,391289,9335
1269810,115284,2951
1270093,101718,15381
1270116,58417,9408
1270129,182086,10740
1270193,410099,12323
1270193,410099,8704
1270266,377617,8947
1270480,260732,31
1270574,286940,8037
1270624,60980,12082
1270729,322887,15633
1270912,77562,15554
1271021,317192,10953
1271092,380226,16322
1271132,237019,12862
1271174,218126,4025
1271174,218126,7059
1271174,424015,4025
1271174,424015,7059
1271212,332078,13436
1271388,17478,9544
1271652,275423,1483
1271652,275423,8593
1271671,49257,6973
1271695,356029,10757
1271835,438727,5834
1271844,359251,697
1271881,310514,4923
1272002,237422,9035
1272002,48030,9035
1272407,208021,17281
1272407,252100,17281
1272407,328920,17281
1272407,339533,17281
1272407,79552,17281
1272407,86049,17281
1272503,292320,5008
1272533,115600,17649
1272551,335235,7071
1272795,30298,9735
1272795,460219,9735
1272843,190732,9569
1273126,210087,10269
1273193,179395,11113
1273262,290146,12710
1273306,228392,4281
1273306,358306,3661
1273306,415882,14189
1273306,445105,1362
1273306,46232,4812
1273329,279944,13290
1273397,105933,10861
1273401,102525,8027
1273401,130121,8027
1273697,248601,17387
1273771,381567,2894
1273910,409655,5409
1274040,448127,11540
1274063,189764,12422
1274085,299457,15451
1274251,346811,17379
1274293,7943,12298
1274320,74144,16456
1274321,316472,10255
1274505,299222,4224
1274505,299222,4224
1274507,99596,7830
1274778,56441,8621
1274947,89663,13154
1274947,93729,13154
1275371,63775,3114
1275484,175273,16589
1275487,42523,5451
1275590,207349,4198
1275725,51483,8716
1276055,332302,7188
1276175,236654,16377
1276260,125776,9984
1276300,247698,11708
1276315,466263,5637
1276445,130022,9337
1276539,9759,15322
1276579,143774,8451
1276617,420960,12867
1276648,346106,16162
1276807,275541,7265
1276854,293808,6657
1276854,58846,6657
1277072,463617,11395
1277142,236180,6208
1277142,432842,6208
1277580,176379,6156
1277643,278893,4820
1277748,233936,5604
1277783,300086,2490
1277956,337195,13610
1277987,187138,15978
1277987,398778,15978
1277987,400946,15978
1277990,35278,13112
1278009,53887,4607
1278185,51983,14496
1278398,449489,5507
1278459,236158,14960
1278460,167769,7765
1278635,427979,724
1278686,342938,9085
1278874,296585,16743
1279042,316183,10678
1279171,144962,1459
1279171,328535,1459
1279171,71032,1459
1279275,123541,9486
1279275,141240,9486
1279275,181673,9486
1279275,288078,9486
1279275,31098,9486
1279275,328578,9486
1279275,412420,9486
1279275,450726,9486
1279465,346323,12783
1279582,133907,16023
1279582,133907,5018
1279737,326819,385
1279737,93558,385
1279799,426174,15063
1279866,232889,5472
1279985,51983,3385
1280004,323381,14100
1280456,406021,7070
1280613,336359,8910
1281043,228157,3578
1281043,435047,3578
1281043,68174,3578
1281052,217990,3556
1281052,284080,3556
1281052,410355,3556
1281293,286220,12035
1281293,422356,12035
1281324,435460,10187
1281446,55925,4055
1281446,55925,6155
1281566,92361,11158
1281624,315756,14390
1281645,156061,2862
1281851,442871,15888
1282058,436958,16812
1282091,110421,2087
1282205,444888,10488
1282441,383496,1941
1282648,346673,3412
1282648,346673,3412
1282656,166354,12313
1282656,233734,12313
1282744,174489,10224
1282815,274274,9756
1282824,447393,7709
1282868,271450,16870
1282976,177615,13452
1283301,213834,11429
1283301,390591,11429
1283301,445351,11429
1283513,47297,10386
1283523,298771,7673
1283589,234818,12355
1283589,288078,12355
1283751,229180,10950
1283849,189444,14897
1283849,459615,14897
1283849,459615,9999
1283916,412447,13159
1283922,199551,1641
1283922,236927,1641
1283922,293416,1641
1283922,334125,1641
1284067,137932,8232
1284067,38083,8232
1284340,248840,10284
1284340,307322,9139
1284340,339032,9139
1284340,347974,4657
1284340,389158,10284
1284340,79484,4657
1284823,433606,3505
1285092,186728,4346
1285176,134436,7453
1285472,407706,608
1285763,317435,13398
1285800,169389,12944
1285800,266085,12944
1285802,297726,3172
1285810,165256,12540
1286040,386160,17033
1286090,121017,11637
1286355,422376,6805
1286355,461686,6805
1286525,60957,3198
1286722,436360,11817
1286827,436694,15658
1286960,283386,1883
1287087,46232,8821
1287192,279457,16590
1287568,463868,10895
1287579,150268,11075
1287670,217613,12295
1287670,436360,15203
1287670,461671,6936
1287798,409804,12119
1287860,192237,800
1287860,304314,5769
1288024,157460,16553
1288024,233313,424
1288048,339703,14829
1288067,67533,14561
1288102,301602,15483
1288137,289160,10719
1288354,349796,6962
1288368,339578,5504
1288378,133224,13353
1288545,457135,3106
1288576,455763,8244
1288706,72027,10925
1288717,183068,16559
1288724,415301,5570
1288872,17322,1015
1288872,300281,1015
1288957,275580,433
1288957,430223,433
1289081,205136,1038
1289569,225572,4369
1289569,365758,4369
1289569,85377,4369
1289841,11976,2571
1290069,249933,7185
1290200,301990,4142
1290336,389860,12636
1290558,159174,15296
1290558,168491,2899
1290558,461710,15296
1290558,5875,15296
1290573,160499,16664
1290672,301531,3857
1290796,340190,9632
1290796,393207,9632
1290967,198784,2145
1291013,164035,8272
1291031,158514,14381
1291031,433543,14381
1291043,126810,8883
1291319,194544,6046
1291791,159780,2141
1291803,375181,12855
1291892,370838,4704
1292053,240262,2585
1292125,333803,15851
1292316,211418,5566
1292444,68857,7101
1292449,90806,2443
1292703,385769,14322
1292722,191180,7804
1292947,10040,7427
1292947,122934,7427
1292947,165664,7427
1292947,165817,7427
1292947,175246,7427
1292947,27412,7427
1293015,443931,3646
1293141,138816,1319
1293259,158123,14504
1293285,294291,7614
1293358,100282,148
1293358,107414,16003
1293358,129594,6582
1293358,135004,3214
1293358,135045,10483
1293358,138427,14683
1293358,150809,5867
1293358,152198,5462
1293358,15587,8706
1293358,162046,8047
1293358,172977,5370
1293358,176004,12813
1293358,190000,7197
1293358,190000,7359
1293358,20098,15711
1293358,209577,16646
1293358,210524,9041
1293358,213834,14284
1293358,216271,2007
1293358,221900,5462
1293358,22544,1999
1293358,227667,1689
1293358,230616,5286
1293358,231611,5147
1293358,234255,9994
1293358,246117,9856
1293358,260452,14904
1293358,26210,4334
1293358,271537,2423
1293358,271896,9915
1293358,272324,4529
1293358,277361,8047
1293358,289057,4091
1293358,314990,3524
1293358,323381,12729
1293358,326573,6074
1293358,33241,15297
1293358,336359,9694
1293358,340794,12729
1293358,349002,3815
1293358,363870,1259
1293358,367647,2672
1293358,368260,9407
1293358,377691,14618
1293358,379457,17087
1293358,396445,9213
1293358,398489,6618
1293358,409771,12604
1293358,410122,3632
1293358,412898,12360
1293358,420290,4196
1293358,420943,8047
1293358,44208,5012
1293358,443507,5867
1293358,445351,14284
1293358,456005,15814
1293358,48030,17338
1293358,57017,10168
1293358,70480,9166
1293358,71483,17080
1293358,78494,768
1293358,98051,13181
1293368,147301,1160
1293619,305954,1772
1293754,411860,13701
1294186,261589,10212
1294231,145403,13277
1294402,56382,11578
1294599,191733,7758
1294601,285154,11228
1294769,394360,5581
1294899,221317,14958
1295021,259357,13223
1295047,325774,15695
1295114,29879,3019
1295178,11976,16520
1295178,445459,16520
1295179,40804,14386
1295240,278679,2730
1295414,103293,12199
1295664,461671,16767
1295687,296375,16644
1295811,148328,5099
1295811,376353,5099
1295811,459480,9192
1296018,386899,11071
1296257,18171,6622
1296388,133907,5559
1296486,422827,13836
1296486,422827,14177
1296635,127722,6180
1296635,127722,6180
1296635,178498,5888
1296635,247698,12495
1296635,316010,9065
1296635,348668,9065
1296635,62800,9065
1296680,90931,5223
1296732,422159,9106
1296733,281212,3221
1296786,343861,16215
1297062,104820,16450
1297062,105190,14826
1297062,105875,16600
1297062,112782,419
1297062,11316,6475
1297062,115923,12136
1297062,118914,8615
1297062,119736,419
1297062,124478,12430
1297062,126623,12013
1297062,129560,15037
1297062,130815,12807
1297062,132246,170
1297062,141480,6222
1297062,144102,15235
1297062,156101,17103
1297062,158314,11780
1297062,159477,1463
1297062,159642,776
1297062,164695,7240
1297062,1653,14965
1297062,166100,10474
1297062,167126,1141
1297062,169252,8070
1297062,174724,13614
1297062,179601,17139
1297062,18155,13172
1297062,185246,4847
1297062,186702,1141
1297062,186702,1386
1297062,187913,9264
1297062,204057,6695
1297062,204494,8928
1297062,206960,14523
1297062,208000,9024
1297062,210002,13460
1297062,210002,13772
1297062,212289,17668
1297062,213543,667
1297062,213834,759
1297062,214555,8795
1297062,215868,2902
1297062,220140,5738
1297062,221900,930
1297062,228644,8417
1297062,228793,2560
1297062,229177,1281
1297062,231482,10695
1297062,232425,9325
1297062,237028,13886
1297062,237147,14965
1297062,237952,6191
1297062,248601,16866
1297062,254101,3611
1297062,255725,14237
1297062,257534,3249
1297062,25820,13857
1297062,260900,4859
1297062,262980,1211
1297062,268883,1158
1297062,272324,13298
1297062,272733,77
1297062,274746,8458
1297062,27944,865
1297062,280328,14220
1297062,280754,5481
1297062,287871,17416
1297062,291877,1112
1297062,295127,15733
1297062,299222,13939
1297062,301278,3768
1297062,302066,4859
1297062,306285,7392
1297062,312163,17305
1297062,31239,2993
1297062,31768,1386
1297062,322471,14951
1297062,337327,17196
1297062,33775,5738
1297062,338689,14523
1297062,357313,14826
1297062,360378,13614
1297062,360487,6336
1297062,361545,8866
1297062,369158,14237
1297062,369158,17305
1297062,37029,7173
1297062,370607,11900
1297062,375021,16276
1297062,377269,2152
1297062,381436,4859
1297062,386724,4417
1297062,389200,7141
1297062,390826,373
1297062,391075,10072
1297062,397865,930
1297062,407947,1211
1297062,411575,2902
1297062,411755,13857
1297062,413816,13614
1297062,413865,11542
1297062,427147,8458
1297062,432357,6907
1297062,434688,16777
1297062,436056,2474
1297062,437932,432
1297062,441907,6037
1297062,44465,9660
1297062,445351,759
1297062,449912,7086
1297062,456056,17416
1297062,456414,2474
1297062,464731,12598
1297062,464731,4008
1297062,464812,15121
1297062,465231,16765
1297062,465522,16765
1297062,48030,15634
1297062,48030,17617
1297062,48141,7118
1297062,63235,11853
1297062,69730,14826
1297062,69799,14887
1297062,73602,11925
1297062,76426,6222
1297062,78265,8384
1297062,78729,16682
1297062,80519,14965
1297062,82174,9696
1297062,84593,4162
1297062,85774,1415
1297062,98178,4242
1297062,9877,11266
1297062,9877,1310
1297062,9877,4559
1297062,99574,2194
1297168,464731,1018
1297334,417464,4289
1297469,389158,5242
1297538,289126,4178
1297821,121086,10621
1297940,458783,3964
1297960,253430,8260
1298137,85548,10275
1298376,385878,11267
1298462,358348,5741
1298514,374804,626
1298723,56630,17357
1298797,290768,14448
1298962,161453,17530
1299034,155354,14513
1299065,108908,1188
1299250,422948,15155
1299406,312728,16415
1299506,134108,4968
1299506,134108,9182
1299506,365787,4968
1299506,365787,9182
1299506,369158,4968
1299506,369158,9182
1299749,284156,16205
1299951,305675,8989
1300098,458804,9121
1300098,458804,9121
1300254,46671,11745
1300280,60481,3846
1300297,277542,6023
1300297,318423,6023
1300499,345086,12771
1300763,92602,9304
1300863,58726,9326
1300964,410122,2893
1301173,327134,2388
1301173,351130,2388
1301173,407202,2388
1301225,139243,8781
1301279,173589,10108
1301279,263792,10108
1301468,15312,12757
1301468,204980,12757
1301468,432184,12757
1301479,60715,13482
1301567,134329,1535
1301567,354527,1535
1301585,338096,15898
1301975,228964,16923
1302059,141424,1708
1302271,191803,8512
1302271,282595,8512
1302271,29325,8512
1302281,400824,9395
1302281,451014,1806
1302340,248455,3334
1302398,125315,2513
1302590,109109,2532
1302613,12143,7253
1302613,341975,7253
1302668,265113,9490
1303183,325852,6924
1303260,247948,3488
1303368,385735,10975
1303541,55337,3992
1303691,361976,11744
1303858,211581,13673
1303858,88132,13673
1303988,27537,908
1304026,278679,2694
1304026,380302,2694
1304026,403576,2694
1304200,373842,8329
1304217,293946,3555
1304307,391484,11512
1304526,459475,6620
1304736,228392,12784
1304759,441668,7786
1305292,408504,12522
1305317,296896,14528
1305317,354982,14528
1305593,46789,7594
1305792,171653,29
1305818,138230,888
1305841,340375,13820
1305875,218211,2472
1305891,258012,4779
1305891,258012,5476
1305909,81346,60
1305946,303790,10259
1306125,254365,2696
1306236,48030,14746
1306335,273747,4656
1306369,6432,5130
1306382,148103,10431
1306382,399531,8920
1306382,399531,8920
1306387,316135,16298
1306457,391728,1157
1306949,313945,12338
1307016,416399,5563
1307202,181576,11470
1307312,306045,3470
1307375,310207,7678
1307375,392408,8645
1307466,177479,5375
1307466,210639,5375
1307466,228066,5375
1307466,27010,5375
1307498,25920,15394
1307498,25920,2074
1307498,298904,15394
1307498,298904,2074
1307524,464544,2913
1307619,397692,10106
1307620,279332,11334
1307687,248455,15964
1307687,71637,15964
1307741,271351,7720
1307815,129332,15771
1307820,399192,8274
1307990,44064,8453
1308171,140730,6889
1308171,140730,7604
1308333,132853,14240
1308333,461686,14240
1308455,256721,1131
1308517,70662,12799
1308653,99610,17516
1308708,181973,3529
1308709,379428,13567
1308761,387377,8522
1308763,361814,335
1308763,456986,335
1308813,291416,10382
1308813,396303,10382
1308898,57810,11779
1309268,186352,11106
1309276,348160,1745
1309591,181672,873
1309591,268563,13634
1309591,368692,13634
1309591,430292,873
1309591,431940,13634
1309591,435906,13634
1309591,44329,13634
1309591,56633,13634
1309591,57658,13634
1309591,85188,13634
1309705,449280,6187
1310033,16344,9827
1310033,198954,9827
1310033,23055,9827
1310033,303229,9827
1310033,349470,9827
1310105,464751,15346
1310119,201578,15306
1310463,114302,4184
1310502,318333,6239
1310502,66286,6239
1310560,69174,11727
1310978,59850,2494
1311022,388417,5954
1311118,448124,12911
1311266,355325,5709
1311579,112654,12543
1311579,195304,12543
1311579,234350,12543
1311579,311879,12543
1311615,265012,10464
1311615,379650,11048
1311623,205136,6189
1311647,4001,9699
1311725,419371,10551
1311727,217642,7535
1311727,7341,7535
1311741,46156,1325
1311802,286293,10630
1311900,441668,6627
1311900,441668,7591
1311937,333880,1796
1312018,204902,10657
1312247,42523,13085
1312434,85914,15952
1312527,66752,15009
1312556,27248,13100
1312927,59586,7214
1312942,162139,12738
1313071,138427,3173
1313304,335261,13796
1313304,414914,2390
1313330,392655,10044
1313330,55253,10044
1313374,235673,3811
1313381,138661,16843
1313381,155382,16669
1313381,155382,227
1313381,155382,2412
1313381,265783,3048
1313381,374272,541
1313473,300075,763
1313473,416352,763
1313473,444190,763
1313638,79748,5748
1313950,88425,15405
1313980,110421,1859
1313980,176834,10614
1313980,372641,10614
1313980,94354,10614
1314032,100393,8297
1314233,373298,12049
1314472,312728,10907
1314820,8638,7103
1314820,8638,941
1314856,280848,5675
1314950,433423,3195
1314979,411886,761
1315056,124478,6783
1315100,76196,14630
1315102,409804,1239
1315273,181651,17144
1315376,170298,730
1315473,340960,16952
1315702,93487,1823
1316038,150547,12896
1316061,109615,5092
1316061,248063,5092
1316061,86759,5092
1316130,287287,11995
1316174,75195,15533
1316274,177536,7095
1316368,397642,11646
1316368,93556,11646
1316368,93556,9243
1316429,14731,11423
1316484,377007,7390
1316555,289984,17263
1316765,312728,12996
1317003,430586,4416
1317031,48316,16775
1317048,129279,14074
1317048,129279,7820
1317103,280065,3821
1317103,57946,3821
1317180,314074,1749
1317218,409804,3592
1317254,250019,10600
1317418,233298,4635
1317721,208880,3770
1317721,394256,3770
1317721,425746,3770
1317721,6731,3770
1317771,357925,9381
1317826,185217,16234
1318049,91888,10617
1318053,417927,9986
1318154,274242,1652
1318167,404615,10277
1318167,50722,10277
1318167,67154,10277
1318195,127088,7356
1318304,72721,5851
1318306,342642,11431
1318309,368403,2460
1318394,318333,11413
1318394,318333,3046
1318401,378505,9548
1318447,231352,1744
1318447,231352,1744
1318649,334920,13955
1319044,318051,11478
1319233,397311,4268
1319444,76319,486
1319584,253264,16432
1319584,375601,13506
1319584,375601,15951
1319777,255708,14212
1319843,175749,1202
1319884,334520,5417
1320211,258089,127
1320211,258089,127
1320211,351861,127
1320211,351861,127
1320216,153901,13568
1320249,358348,12628
1320394,189356,16609
1320417,205646,7377
1320501,369447,8430
1320564,365044,8754
1320646,174778,11787
1320689,291605,1508
1320689,303833,15678
1320730,309778,16989
1320960,140527,17594
1320960,166014,17594
1320960,170287,17594
1320960,193488,17594
1320985,254617,6960
1321212,249469,989
1321718,194010,3191
1321824,436549,13920
1321887,219181,3888
1322042,144820,7482
1322168,296375,5727
1322322,141956,4619
1322398,313269,587
1322470,205143,8370
1322520,252535,12921
1322520,310556,12921
1322599,310702,17352
1322599,310702,3291
1322637,157438,14208
1322674,54765,8041
1322770,320130,920
1322788,215503,16194
1322865,313391,8771
1322909,244838,6184
1322909,46126,6184
1323099,66945,2720
1323154,287449,14347
1323154,29757,14347
1323154,444190,14347
1323187,12836,12009
1323354,340921,9767
1323498,461686,14663
1323594,379520,459
1323783,250191,12890
1323794,159822,2082
1323880,180380,12128
1323880,29757,12128
1323890,346152,16604
1324121,359990,3087
1324157,339703,13360
1324500,370651,12941
1324552,212743,5384
1324606,371327,12635
1324670,442300,2713
1324670,445258,2713
1324707,348154,16807
1324810,42910,6199
1324948,179612,7424
1325114,424506,706
1325162,73695,1620
1325176,122456,10298
1325281,258973,5371
1325283,340921,4082
1325569,426961,10546
1326010,187848,7996
1326042,338595,11835
1326042,338595,13664
1326080,272813,4388
1326089,2463,12286
1326335,104261,5674
1326554,186256,14098
1326781,266024,12749
1326801,421739,7513
1326870,419386,10708
1326956,185847,8948
1326987,407179,9757
1327003,234857,9601
1327109,293972,7002
1327109,293972,7072
1327109,353222,7002
1327215,339703,13062
1327215,444741,13062
1327477,126810,5098
1327477,126810,8734
1327559,434534,2776
1327578,56630,3516
1327760,63568,1881
1327826,363745,5836
1327842,362634,14114
1327847,193272,15429
1327853,16771,8163
1328192,205552,8135
1328266,404296,9277
1328532,128992,925
1328538,461686,14200
1328780,257575,4054
1328944,436549,16028
1328985,124552,14090
1328985,78448,14090
1328985,94187,14090
1329074,254196,1254
1329108,374759,16172
1329147,287536,13067
1329289,302307,13299
1329376,178498,7702
1329376,360269,7702
1329391,214790,11729
1329391,245651,11729
1329391,245651,14966
1329391,422905,11729
1329391,67481,11729
1329391,67481,14966
1329523,397168,16727
1329523,88536,11313
1329553,136576,13029
1329573,70575,5211
1329673,26634,15355
1329712,125311,13766
1329712,82539,771
1329874,165348,1219
1330096,279831,13354
1330284,59885,13686
1330305,315543,3633
1330518,20934,6452
1330668,51354,8767
1330682,359439,15501
1330764,96882,4579
1330816,37029,4566
1330823,308779,7860
1330835,31055,15164
1330932,42641,1212
1330952,185246,3390
1330964,175749,6712
1331125,185896,11138
1331232,17189,8465
1331553,336131,6291
1331585,186702,5424
1331585,235559,5424
1331585,392655,5424
1331585,416992,5424
1331585,62275,5424
1331661,277328,12259
1331678,299346,11920
1331678,299346,2014
1331702,240248,9852
1331777,376901,14462
1331780,182278,13272
1331780,225533,13272
1331780,368060,14043
1331824,69994,10364
1331859,315543,5299
1331885,389974,16666
1331889,187992,4104
1331964,77117,1953
1332318,358895,10916
1332357,455804,7742
1332508,110151,14632
1332700,58638,1940
1332844,299222,2351
1333167,114879,11456
1333273,244599,15775
1333273,3712,15775
1333273,403576,15775
1333311,342530,10116
1333311,342530,17481
1333481,116624,16758
1333540,32989,13116
1333733,445486,4154
1333733,445486,5161
1333820,92499,14387
1333907,106741,12766
1333907,106741,5491
1334441,357054,610
1334545,325706,8316
1334582,408218,8584
1334913,26205,6858
1335026,326173,15942
1335080,25025,4834
1335082,100188,17595
1335349,126044,15193
1335459,206930,16830
1335601,375157,12060
1335604,92022,11489
1335661,227688,4507
1335661,241362,4507
1335805,5470,5002
1335889,103785,3981
1336061,181651,10270
1336074,41803,8285
1336078,279332,16076
1336094,246124,9394
1336124,318789,14983
1336181,105227,10359
1336181,275580,10359
1336181,400161,10359
1336181,9096,10359
1336367,463872,10202
1336393,288846,16430
1336520,124581,10590
1336520,167610,1701
1336520,189131,9039
1336520,254285,10287
1336520,333803,10195
1336520,396575,12063
1336520,408433,10590
1336520,420367,9269
1336520,77392,4151
1336562,98184,6302
1336602,232533,10282
1336714,294709,10008
1336737,153036,12205
1336747,10572,15907
1336747,461686,15907
1336835,132633,2593
1336835,213834,16993
1336835,275738,7793
1336835,277833,16993
1336835,28789,2593
1336835,302569,3455
1336835,321089,12779
1336835,349318,2593
1336835,434811,12779
1336983,5143,748
1337038,367447,90
1337048,61796,5238
1337048,78388,10119
1337142,226828,1033
1337382,51650,7555
1337408,360487,3716
